province,census_division,census_subdivision,land_area_km2,population_2006,population_2011,population_2016,population_2021
Newfoundland and Labrador,Division No.  8,LaScie,29.16,955.0,899.0,872.0,820.0
Newfoundland and Labrador,Division No.  8,Leading Tickles,26.59,407.0,337.0,292.0,296.0
Newfoundland and Labrador,Division No.  8,Lewisporte,36.02,3308.0,3483.0,3409.0,3288.0
Newfoundland and Labrador,Division No.  8,Little Bay,1.66,116.0,108.0,105.0,100.0
Newfoundland and Labrador,Division No.  8,Little Bay Islands,7.34,152.0,97.0,71.0,0.0
Newfoundland and Labrador,Division No.  8,Little Burnt Bay,8.46,325.0,294.0,281.0,238.0
Newfoundland and Labrador,Division No.  8,Lumsden,19.2,533.0,545.0,501.0,535.0
Newfoundland and Labrador,Division No.  8,Lushes Bight-Beaumont-Beaumont North,34.52,275.0,220.0,168.0,169.0
Newfoundland and Labrador,Division No.  8,Middle Arm,24.93,517.0,476.0,474.0,443.0
Newfoundland and Labrador,Division No.  8,Miles Cove,3.98,140.0,137.0,104.0,97.0
Newfoundland and Labrador,Division No.  8,Ming's Bight,3.81,347.0,333.0,319.0,298.0
Newfoundland and Labrador,Division No.  8,Musgrave Harbour,67.3,1085.0,1053.0,990.0,946.0
Newfoundland and Labrador,Division No.  8,Nippers Harbour,1.93,151.0,128.0,85.0,74.0
Newfoundland and Labrador,Division No.  8,Pacquet,14.44,210.0,184.0,164.0,145.0
Newfoundland and Labrador,Division No.  8,Pilley's Island,34.65,317.0,301.0,294.0,286.0
Newfoundland and Labrador,Division No.  8,Point Leamington,26.8,649.0,619.0,591.0,574.0
Newfoundland and Labrador,Division No.  8,Point of Bay,21.62,163.0,159.0,154.0,137.0
Newfoundland and Labrador,Division No.  8,Port Anson,7.72,155.0,165.0,130.0,42.0
Newfoundland and Labrador,Division No.  8,Robert's Arm,36.09,841.0,807.0,805.0,722.0
Newfoundland and Labrador,Division No.  8,Seal Cove (White Bay),10.79,331.0,304.0,303.0,281.0
Newfoundland and Labrador,Division No.  8,South Brook,8.72,531.0,487.0,482.0,420.0
Newfoundland and Labrador,Division No.  8,Springdale,17.46,2764.0,2907.0,2971.0,2965.0
Newfoundland and Labrador,Division No.  8,Summerford,16.04,976.0,853.0,906.0,805.0
Newfoundland and Labrador,Division No.  8,Tilt Cove,3.1,5.0,5.0,5.0,5.0
Newfoundland and Labrador,Division No.  8,Triton,7.54,1029.0,998.0,983.0,896.0
Newfoundland and Labrador,Division No.  8,Twillingate,25.6,2448.0,2269.0,2196.0,2121.0
Newfoundland and Labrador,Division No.  8,Westport,5.23,246.0,220.0,195.0,185.0
Newfoundland and Labrador,Division No.  8,Woodstock,10.05,199.0,190.0,190.0,195.0
Newfoundland and Labrador,Division No.  9,Anchor Point,2.26,309.0,326.0,314.0,305.0
Newfoundland and Labrador,Division No.  9,Bellburns,8.83,83.0,62.0,53.0,52.0
Newfoundland and Labrador,Division No.  9,Bird Cove,7.69,137.0,182.0,179.0,175.0
Newfoundland and Labrador,Division No.  9,Conche,10.03,225.0,181.0,170.0,149.0
Newfoundland and Labrador,Division No.  9,Cook's Harbour,1.94,190.0,76.0,123.0,118.0
Newfoundland and Labrador,Division No.  9,Cow Head,17.27,493.0,475.0,428.0,398.0
Newfoundland and Labrador,Division No.  9,Daniel's Harbour,7.68,288.0,265.0,253.0,220.0
Newfoundland and Labrador,Division No.  9,"Division No.  9, Subd. A",1726.94,215.0,117.0,121.0,183.0
Newfoundland and Labrador,Division No.  9,"Division No.  9, Subd. C",1842.14,3001.0,2729.0,2529.0,2220.0
Newfoundland and Labrador,Division No.  9,"Division No.  9, Subd. D",939.74,893.0,815.0,643.0,534.0
Newfoundland and Labrador,Division No.  9,"Division No.  9, Subd. F",4933.82,119.0,77.0,71.0,81.0
Newfoundland and Labrador,Division No.  9,"Division No.  9, Subd. G",1256.12,82.0,49.0,41.0,96.0
Newfoundland and Labrador,Division No.  9,"Division No.  9, Subd. H",2096.29,189.0,84.0,159.0,155.0
Newfoundland and Labrador,Division No.  9,Englee,28.82,618.0,583.0,527.0,489.0
Newfoundland and Labrador,Division No.  9,Flower's Cove,6.77,270.0,308.0,270.0,272.0
Newfoundland and Labrador,Division No.  9,Glenburnie-Birchy Head-Shoal Brook,6.52,275.0,258.0,224.0,241.0
Newfoundland and Labrador,Division No.  9,Goose Cove East,2.71,234.0,211.0,174.0,172.0
Newfoundland and Labrador,Division No.  9,Hawke's Bay,46.41,391.0,338.0,315.0,297.0
Newfoundland and Labrador,Division No.  9,Main Brook,28.0,293.0,265.0,243.0,246.0
Newfoundland and Labrador,Division No.  9,Norris Point,4.84,699.0,685.0,670.0,602.0
Newfoundland and Labrador,Division No.  9,Parson's Pond,12.34,387.0,478.0,345.0,368.0
Newfoundland and Labrador,Division No.  9,Port Saunders,38.5,747.0,697.0,674.0,678.0
Newfoundland and Labrador,Division No.  9,Port au Choix,35.56,893.0,839.0,789.0,742.0
Newfoundland and Labrador,Division No.  9,Raleigh,11.27,248.0,201.0,177.0,150.0
Newfoundland and Labrador,Division No.  9,River of Ponds,4.46,251.0,228.0,215.0,173.0
Newfoundland and Labrador,Division No.  9,Rocky Harbour,12.08,978.0,979.0,947.0,937.0
Newfoundland and Labrador,Division No.  9,Roddickton-Bide Arm,45.14,1103.0,1057.0,999.0,928.0
Newfoundland and Labrador,Division No.  9,Sally's Cove,4.61,63.0,27.0,20.0,15.0
Newfoundland and Labrador,Division No.  9,St. Anthony,37.46,2476.0,2418.0,2258.0,2180.0
Newfoundland and Labrador,Division No.  9,St. Lunaire-Griquet,17.29,666.0,661.0,604.0,603.0
Newfoundland and Labrador,Division No.  9,St. Pauls,6.34,309.0,258.0,238.0,202.0
Newfoundland and Labrador,Division No.  9,Trout River,5.83,604.0,576.0,552.0,508.0
Newfoundland and Labrador,Division No.  9,"Woody Point, Bonne Bay",3.78,355.0,281.0,282.0,244.0
Newfoundland and Labrador,Division No. 10,"Cartwright, Labrador",5.87,552.0,516.0,427.0,439.0
Newfoundland and Labrador,Division No. 10,Charlottetown (Labrador),26.47,366.0,308.0,290.0,292.0
Newfoundland and Labrador,Division No. 10,"Division No. 10, Subd. A",3673.46,69.0,49.0,61.0,55.0
Newfoundland and Labrador,Division No. 10,"Division No. 10, Subd. B",35501.56,475.0,349.0,369.0,211.0
Newfoundland and Labrador,Division No. 10,"Division No. 10, Subd. C",62096.93,58.0,54.0,71.0,54.0
Newfoundland and Labrador,Division No. 10,"Division No. 10, Subd. D",64922.38,681.0,634.0,705.0,732.0
Newfoundland and Labrador,Division No. 10,"Division No. 10, Subd. E",24865.49,0.0,0.0,0.0,0.0
Newfoundland and Labrador,Division No. 10,Forteau,7.5,448.0,429.0,409.0,377.0
Newfoundland and Labrador,Division No. 10,Happy Valley-Goose Bay,304.52,7572.0,7552.0,8109.0,8040.0
Newfoundland and Labrador,Division No. 10,L'Anse au Loup,3.39,593.0,550.0,558.0,692.0
Newfoundland and Labrador,Division No. 10,L'Anse-au-Clair,60.65,226.0,192.0,216.0,219.0
Newfoundland and Labrador,Division No. 10,Labrador City,34.11,7240.0,7367.0,7220.0,7412.0
Newfoundland and Labrador,Division No. 10,Mary's Harbour,34.25,417.0,383.0,341.0,312.0
Newfoundland and Labrador,Division No. 10,Natuashish 2,44.01,706.0,931.0,938.0,856.0
Newfoundland and Labrador,Division No. 10,North West River,3.55,492.0,553.0,547.0,560.0
Newfoundland and Labrador,Division No. 10,Pinware,4.08,114.0,107.0,88.0,64.0
Newfoundland and Labrador,Division No. 10,Port Hope Simpson,32.02,529.0,441.0,412.0,403.0
Newfoundland and Labrador,Division No. 10,Red Bay,2.31,227.0,194.0,169.0,142.0
Newfoundland and Labrador,Division No. 10,Sheshatshiu 3,8.48,1054.0,1314.0,1500.0,1225.0
Newfoundland and Labrador,Division No. 10,St. Lewis,10.04,252.0,207.0,194.0,181.0
Newfoundland and Labrador,Division No. 10,Wabush,42.42,1739.0,1861.0,1906.0,1964.0
Newfoundland and Labrador,Division No. 10,West St. Modeste,7.6,140.0,120.0,111.0,102.0
Newfoundland and Labrador,Division No. 11,"Division No. 11, Subd. C",26193.25,0.0,0.0,0.0,0.0
Newfoundland and Labrador,Division No. 11,"Division No. 11, Subd. E",40487.59,0.0,0.0,0.0,0.0
Newfoundland and Labrador,Division No. 11,Hopedale,2.18,530.0,556.0,574.0,596.0
Newfoundland and Labrador,Division No. 11,Makkovik,2.95,362.0,361.0,377.0,365.0
Newfoundland and Labrador,Division No. 11,Nain,93.5,1034.0,1188.0,1125.0,847.0
Newfoundland and Labrador,Division No. 11,Postville,2.39,219.0,206.0,177.0,188.0
Newfoundland and Labrador,Division No. 11,Rigolet,5.27,269.0,306.0,305.0,327.0
Prince Edward Island,Kings,Morell,1.49,306.0,313.0,297.0,269.0
Prince Edward Island,Kings,Morell 2,0.78,15.0,24.0,22.0,25.0
Prince Edward Island,Kings,Murray Harbour,3.9,358.0,320.0,258.0,282.0
Prince Edward Island,Kings,Murray River,1.54,430.0,334.0,304.0,337.0
Prince Edward Island,Kings,Souris,3.61,1232.0,1173.0,1053.0,1079.0
Prince Edward Island,Kings,St. Peters Bay,4.44,248.0,253.0,237.0,231.0
Prince Edward Island,Prince,Abram-Village,1.36,266.0,267.0,300.0,340.0
Prince Edward Island,Prince,Alberton,4.7,1081.0,1135.0,1145.0,1301.0
Prince Edward Island,Prince,Borden-Carleton,12.94,786.0,750.0,724.0,788.0
Prince Edward Island,Prince,Kensington,3.17,1485.0,1496.0,1619.0,1812.0
Prince Edward Island,Prince,Kinkora,3.97,326.0,339.0,336.0,388.0
Prince Edward Island,Prince,Lennox Island 1,5.59,252.0,293.0,323.0,308.0
Prince Edward Island,Prince,Linkletter,7.88,321.0,320.0,300.0,315.0
Prince Edward Island,Prince,Miminegash,1.88,176.0,173.0,148.0,148.0
Prince Edward Island,Prince,Miscouche,3.49,769.0,869.0,873.0,992.0
Prince Edward Island,Prince,O'Leary,1.83,861.0,812.0,815.0,876.0
Prince Edward Island,Prince,Sherbrooke,8.94,168.0,172.0,159.0,178.0
Prince Edward Island,Prince,St. Louis,0.68,80.0,51.0,66.0,69.0
Prince Edward Island,Prince,Summerside,28.21,14500.0,14751.0,14839.0,16001.0
Prince Edward Island,Prince,Tignish,5.87,758.0,779.0,719.0,744.0
Prince Edward Island,Prince,Tyne Valley,1.94,226.0,222.0,249.0,229.0
Prince Edward Island,Prince,Wellington,1.7,401.0,409.0,415.0,414.0
Prince Edward Island,Queens,Breadalbane,12.67,172.0,173.0,167.0,170.0
Prince Edward Island,Queens,Charlottetown,44.27,32174.0,34562.0,36094.0,38809.0
Prince Edward Island,Queens,Clyde River,15.93,618.0,576.0,653.0,614.0
Prince Edward Island,Queens,Cornwall,28.21,4677.0,5162.0,5348.0,6574.0
Prince Edward Island,Queens,Crapaud,2.1,353.0,345.0,319.0,361.0
Prince Edward Island,Queens,Hunter River,6.04,319.0,294.0,356.0,390.0
Prince Edward Island,Queens,Miltonvale Park,35.13,1163.0,1153.0,1158.0,1196.0
Prince Edward Island,Queens,Mount Stewart,1.52,261.0,225.0,209.0,226.0
Prince Edward Island,Queens,North Rustico,2.64,599.0,583.0,617.0,648.0
Prince Edward Island,Queens,Rocky Point 3,0.04,41.0,49.0,51.0,47.0
Prince Edward Island,Queens,Scotchfort 4,1.43,137.0,148.0,200.0,230.0
Prince Edward Island,Queens,"Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico",36.1,272.0,266.0,318.0,359.0
Prince Edward Island,Queens,Stratford,22.67,7083.0,8574.0,9711.0,10927.0
Prince Edward Island,Queens,Union Road,10.33,245.0,235.0,204.0,213.0
Prince Edward Island,Queens,Victoria,1.44,77.0,104.0,74.0,139.0
Prince Edward Island,Queens,Warren Grove,10.16,341.0,367.0,346.0,374.0
Nova Scotia,Annapolis,Annapolis Royal,1.98,444.0,481.0,491.0,530.0
Nova Scotia,Annapolis,"Annapolis, Subd. A",612.44,6342.0,6008.0,5866.0,5980.0
Nova Scotia,Annapolis,"Annapolis, Subd. B",377.16,3707.0,3650.0,4448.0,4587.0
Nova Scotia,Annapolis,"Annapolis, Subd. C",206.51,5085.0,5016.0,4947.0,5218.0
Nova Scotia,Annapolis,"Annapolis, Subd. D",1976.25,3007.0,2903.0,2991.0,3049.0
Nova Scotia,Annapolis,Bear River (Part) 6,3.1,42.0,0.0,0.0,0.0
Nova Scotia,Annapolis,Bear River 6B,0.24,10.0,0.0,16.0,15.0
Nova Scotia,Annapolis,Middleton,5.55,1829.0,1749.0,1832.0,1873.0
Nova Scotia,Antigonish,Antigonish,4.98,4236.0,4524.0,4364.0,4656.0
Nova Scotia,Antigonish,"Antigonish, Subd. A",926.43,7730.0,8253.0,8278.0,8963.0
Nova Scotia,Antigonish,"Antigonish, Subd. B",522.29,6509.0,6439.0,6306.0,6138.0
Nova Scotia,Antigonish,Paqtnkek-Niktuek No. 23,2.71,361.0,373.0,353.0,372.0
Nova Scotia,Cape Breton,Cape Breton,2419.7,102250.0,97398.0,94285.0,93694.0
Nova Scotia,Cape Breton,Eskasoni 3,36.03,2952.0,3309.0,3422.0,3521.0
Nova Scotia,Cape Breton,Membertou 28B,1.48,726.0,912.0,1015.0,1103.0
Nova Scotia,Colchester,"Colchester, Subd. A",877.35,3525.0,3642.0,3459.0,3762.0
Nova Scotia,Colchester,"Colchester, Subd. B",1248.24,19297.0,19643.0,19534.0,19806.0
Nova Scotia,Colchester,"Colchester, Subd. C",1443.12,13312.0,13339.0,13098.0,12476.0
Nova Scotia,Colchester,Millbrook 27,3.65,703.0,847.0,860.0,921.0
Nova Scotia,Colchester,Stewiacke,17.62,1421.0,1438.0,1373.0,1557.0
Nova Scotia,Colchester,Truro,37.52,11765.0,12059.0,12261.0,12954.0
Nova Scotia,Cumberland,Amherst,12.07,9505.0,9717.0,9413.0,9404.0
Nova Scotia,Cumberland,"Cumberland, Subd. A",1135.55,2261.0,2141.0,3120.0,3201.0
Nova Scotia,Cumberland,"Cumberland, Subd. B",1168.37,3781.0,3580.0,6859.0,6786.0
Nova Scotia,Cumberland,"Cumberland, Subd. C",896.22,5525.0,5325.0,5268.0,5694.0
Nova Scotia,Cumberland,"Cumberland, Subd. D",1052.9,4454.0,4266.0,4155.0,4283.0
Nova Scotia,Cumberland,Oxford,10.68,1178.0,1151.0,1190.0,1170.0
Nova Scotia,Digby,Bear River (Part) 6,3.4,101.0,102.0,138.0,141.0
Nova Scotia,Digby,Clare,851.14,8813.0,8319.0,8018.0,7678.0
Nova Scotia,Digby,Digby,1654.59,7986.0,7463.0,7107.0,7242.0
Nova Scotia,Digby,Digby,3.16,2092.0,2152.0,2060.0,2001.0
Nova Scotia,Guysborough,Guysborough,2115.25,4681.0,4189.0,4670.0,4585.0
Nova Scotia,Guysborough,Mulgrave,17.83,879.0,794.0,722.0,627.0
Nova Scotia,Guysborough,St. Mary's,1904.08,2587.0,2354.0,2233.0,2161.0
Nova Scotia,Halifax,Beaver Lake 17,0.83,21.0,23.0,21.0,20.0
Nova Scotia,Halifax,Cole Harbour 30,0.19,128.0,194.0,203.0,208.0
Nova Scotia,Halifax,Halifax,5475.57,372679.0,390096.0,403131.0,439819.0
Nova Scotia,Halifax,Sheet Harbour 36,0.5,30.0,15.0,25.0,10.0
Nova Scotia,Hants,East Hants,1786.53,21397.0,22111.0,22453.0,22892.0
Nova Scotia,Hants,Indian Brook 14,12.15,1014.0,1084.0,1089.0,2739.0
Nova Scotia,Inverness,"Inverness, Subd. A",2017.79,5859.0,5280.0,5076.0,5207.0
Nova Scotia,Inverness,"Inverness, Subd. B",751.9,5369.0,5144.0,4928.0,4865.0
Nova Scotia,Inverness,"Inverness, Subd. C",1025.65,3668.0,3357.0,3166.0,3167.0
Nova Scotia,Inverness,Port Hawkesbury,8.1,3517.0,3366.0,3214.0,3210.0
Nova Scotia,Inverness,Whycocomagh 2,7.48,623.0,800.0,831.0,877.0
Nova Scotia,Kings,Annapolis Valley First Nation,0.65,120.0,144.0,140.0,743.0
Nova Scotia,Kings,Berwick,6.53,2454.0,2454.0,2509.0,2455.0
Nova Scotia,Kings,Glooscap 35,1.71,60.0,59.0,81.0,111.0
Nova Scotia,Kings,Kentville,17.08,5815.0,6094.0,6271.0,6630.0
Nova Scotia,Kings,"Kings, Subd. A",1233.05,22161.0,22103.0,22234.0,22355.0
Nova Scotia,Kings,"Kings, Subd. B",346.02,12033.0,11990.0,11858.0,11951.0
Nova Scotia,Kings,"Kings, Subd. C",243.95,8121.0,8275.0,8093.0,8348.0
Nova Scotia,Kings,"Kings, Subd. D",264.86,5499.0,5201.0,5219.0,5264.0
Nova Scotia,Kings,Wolfville,6.46,3772.0,4269.0,4195.0,5057.0
Nova Scotia,Lunenburg,Bridgewater,13.63,7944.0,8241.0,8532.0,8790.0
Nova Scotia,Lunenburg,Chester,1120.61,10741.0,10599.0,10310.0,10693.0
Nova Scotia,Lunenburg,Gold River 21,2.79,65.0,77.0,95.0,81.0
Nova Scotia,Lunenburg,Lunenburg,1757.79,25164.0,25118.0,24863.0,25545.0
Nova Scotia,Lunenburg,Lunenburg,4.04,2317.0,2313.0,2263.0,2396.0
Nova Scotia,Lunenburg,Mahone Bay,3.12,904.0,943.0,1036.0,1064.0
Nova Scotia,Lunenburg,New Ross 20,4.05,0.0,0.0,0.0,0.0
Nova Scotia,Lunenburg,Pennal 19,0.44,15.0,22.0,27.0,30.0
Nova Scotia,Pictou,Fisher's Grant 24,1.54,429.0,467.0,485.0,449.0
Nova Scotia,Pictou,Merigomish Harbour 31,0.23,0.0,0.0,0.0,0.0
Nova Scotia,Pictou,New Glasgow,9.96,9455.0,9562.0,9075.0,9471.0
Nova Scotia,Pictou,Pictou,7.99,3813.0,3437.0,3186.0,3107.0
Nova Scotia,Pictou,"Pictou, Subd. A",769.64,6412.0,6397.0,6075.0,6153.0
Nova Scotia,Pictou,"Pictou, Subd. B",770.57,6103.0,6014.0,6174.0,6137.0
Nova Scotia,Pictou,"Pictou, Subd. C",1254.87,9038.0,8867.0,8443.0,8386.0
Nova Scotia,Pictou,Stellarton,8.99,4717.0,4485.0,4208.0,4007.0
Nova Scotia,Pictou,Trenton,6.07,2741.0,2616.0,2474.0,2407.0
Nova Scotia,Pictou,Westville,14.24,3805.0,3798.0,3628.0,3540.0
Nova Scotia,Queens,Ponhook Lake 10,1.11,15.0,10.0,15.0,15.0
Nova Scotia,Queens,Queens,2387.52,11177.0,10917.0,10302.0,10422.0
Nova Scotia,Queens,Wildcat 12,4.74,20.0,33.0,29.0,49.0
Nova Scotia,Richmond,Chapel Island 5,5.62,444.0,481.0,506.0,405.0
Nova Scotia,Richmond,"Richmond, Subd. A",464.88,4072.0,3953.0,3796.0,3763.0
Nova Scotia,Richmond,"Richmond, Subd. B",646.26,1769.0,1573.0,1512.0,1610.0
Nova Scotia,Richmond,"Richmond, Subd. C",129.32,3455.0,3286.0,3150.0,3136.0
Nova Scotia,Shelburne,Barrington,631.98,7331.0,6994.0,6646.0,6523.0
Nova Scotia,Shelburne,Clark's Harbour,2.82,860.0,820.0,758.0,725.0
Nova Scotia,Shelburne,Lockeport,2.32,646.0,588.0,531.0,476.0
Nova Scotia,Shelburne,Shelburne,1816.71,4828.0,4408.0,4288.0,4336.0
Nova Scotia,Shelburne,Shelburne,8.75,1879.0,1686.0,1743.0,1644.0
Nova Scotia,Victoria,"Victoria, Subd. A",1603.85,3046.0,2769.0,2567.0,2673.0
Nova Scotia,Victoria,"Victoria, Subd. B",1228.63,4140.0,3828.0,3985.0,4077.0
Nova Scotia,Victoria,Wagmatcook 1,3.72,408.0,518.0,537.0,691.0
Nova Scotia,Yarmouth,Argyle,1526.07,8656.0,8252.0,7899.0,7870.0
Nova Scotia,Yarmouth,Yarmouth,584.69,10304.0,10105.0,9845.0,10067.0
Nova Scotia,Yarmouth,Yarmouth,10.57,7162.0,6761.0,6518.0,6829.0
Nova Scotia,Yarmouth,Yarmouth 33,0.31,155.0,157.0,157.0,181.0
New Brunswick,Albert,Alma,47.64,301.0,232.0,213.0,282.0
New Brunswick,Albert,Alma,222.74,5.0,0.0,5.0,5.0
New Brunswick,Albert,Coverdale,236.0,4144.0,4401.0,4466.0,4766.0
New Brunswick,Albert,Elgin,519.54,973.0,968.0,892.0,1064.0
New Brunswick,Albert,Harvey,276.85,424.0,376.0,333.0,358.0
New Brunswick,Albert,Hillsborough,304.03,1473.0,1395.0,1308.0,1397.0
New Brunswick,Albert,Hillsborough,12.81,1292.0,1350.0,1277.0,1348.0
New Brunswick,Albert,Hopewell,149.14,798.0,643.0,647.0,597.0
New Brunswick,Albert,Riverside-Albert,3.39,320.0,353.0,350.0,348.0
New Brunswick,Albert,Riverview,34.1,17832.0,19128.0,19667.0,20584.0
New Brunswick,Carleton,Aberdeen,444.88,959.0,981.0,781.0,812.0
New Brunswick,Carleton,Bath,2.0,512.0,532.0,476.0,440.0
New Brunswick,Carleton,Brighton,509.3,1834.0,1764.0,1735.0,1596.0
New Brunswick,Carleton,Centreville,2.67,523.0,542.0,557.0,508.0
New Brunswick,Carleton,Florenceville-Bristol,15.74,1539.0,1639.0,1604.0,1573.0
New Brunswick,Carleton,Hartland,9.5,947.0,947.0,957.0,933.0
New Brunswick,Carleton,Kent,839.76,2361.0,2242.0,2153.0,1966.0
New Brunswick,Carleton,Northampton,243.31,1599.0,1825.0,1724.0,1875.0
New Brunswick,Carleton,Peel,112.74,1257.0,1223.0,1196.0,1198.0
New Brunswick,Carleton,Richmond,258.8,1414.0,1358.0,1303.0,1456.0
New Brunswick,Carleton,Simonds,75.57,489.0,565.0,473.0,514.0
New Brunswick,Carleton,Wakefield,196.31,2703.0,2814.0,2767.0,2722.0
New Brunswick,Carleton,Wicklow,195.5,1753.0,1738.0,1697.0,1591.0
New Brunswick,Carleton,Wilmot,191.4,1143.0,1085.0,1022.0,969.0
New Brunswick,Carleton,Woodstock,194.83,2148.0,2165.0,2178.0,2219.0
New Brunswick,Carleton,Woodstock,14.96,5113.0,5254.0,5228.0,5553.0
New Brunswick,Carleton,Woodstock 23,1.8,338.0,345.0,327.0,435.0
New Brunswick,Charlotte,Blacks Harbour,9.02,952.0,982.0,894.0,907.0
New Brunswick,Charlotte,Campobello Island,39.59,1056.0,925.0,872.0,949.0
New Brunswick,Charlotte,Clarendon,492.11,71.0,52.0,63.0,66.0
New Brunswick,Charlotte,Dufferin,12.34,535.0,573.0,573.0,565.0
New Brunswick,Charlotte,Dumbarton,373.2,356.0,368.0,335.0,346.0
New Brunswick,Charlotte,Grand Manan,5.96,190.0,162.0,145.0,139.0
New Brunswick,Charlotte,Grand Manan,150.56,2460.0,2377.0,2360.0,2595.0
New Brunswick,Charlotte,Lepreau,209.52,824.0,752.0,707.0,803.0
New Brunswick,Charlotte,Pennfield,363.75,2322.0,2218.0,2170.0,2222.0
New Brunswick,Charlotte,Saint Andrews,24.27,592.0,593.0,553.0,550.0
New Brunswick,Charlotte,Saint Andrews,8.35,1798.0,1889.0,1786.0,2048.0
New Brunswick,Charlotte,Saint Croix,78.6,670.0,616.0,657.0,648.0
New Brunswick,Charlotte,Saint David,190.39,1499.0,1605.0,1529.0,1470.0
New Brunswick,Charlotte,Saint George,500.05,2476.0,2472.0,2341.0,2495.0
New Brunswick,Charlotte,Saint James,552.9,1350.0,1241.0,1186.0,1024.0
New Brunswick,Charlotte,Saint Patrick,236.59,721.0,647.0,689.0,710.0
